Title;Excerpt;Tags;Team;Projekt-URL
EDIT - European Distributed Institute of Taxonomy;EDIT ist ein Konsortium und Exzellenznetzwerk bestehend aus 29 naturhistorischen sammlungsbasierten Institutionen.;FB2 Zukunft der Sammlung, Forschung, Datenbank, Wissenstransfer, Sammlung, Biodiversität;Dr. Christoph Häuser, Dr. Anke Hoffmann;https://www.museumfuernaturkunde.berlin/de/forschung/edit-european-distributed-institute-taxonomy
GENART;GENART ist ein Netzwerk aus Molekulargenetikern, Neuroethologen, Bioinformatikern und Evolutionsbiologen aus sechs Forschungseinrichtungen in Berlin und Potsdam;FB1 Dynamik der Natur, Forschung, Genomik, Biodiversität, Evolution, Genetik;;https://www.museumfuernaturkunde.berlin/de/forschung/genart
EoS: Erschließung objektreicher Spezialsammlungen;Effiziente Arbeitsabläufe und innovative Methoden zur Erschließung und dauerhaften Verfügbarmachung objektreicher Spezialsammlungen am Beispiel der entomologischen Sammlung des Museums für Naturkunde Berlin;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Transfer, Öffnung des Museums, Sammlungsmanagement, Datenbank, Wissenschaftsdatenmanagement, Sammlung, Digitalisierung;Bernhard Schurian;https://www.museumfuernaturkunde.berlin/de/forschung/eos-erschliessung-objektreicher-spezialsammlungen
Digitale Schatzhebung;Naturkundliche Sammlungen sind meist nur zu einem kleinen Teil öffentlich zugänglich. Digitalisierung kann Interessierten Zugänge verschaffen, doch die Übertragung aus der Sammlung in den Computer ist nur der erste Schritt.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Digitalisierung;;https://www.museumfuernaturkunde.berlin/de/forschung/digitale-schatzhebung
Wikis im Museumstest;Wikis sind vor allem in Form einer Online-Enzyklopädie bekannt. An Forschungsmuseen können die offenen Plattformen neue Anwendungen finden.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Sammlungsmanagement, Wissenstransfer, Wissenschaftskommunikation;;https://www.museumfuernaturkunde.berlin/de/forschung/wikis-im-museumstest
mit:forschen! Gemeinsam Wissen schaffen;Citizen Science steht für die aktive Beteiligung von Bürger:innen an wissenschaftlichen Prozessen. Das Museum für Naturkunde betreibt gemeinsam mit Wissenschaft im Dialog seit November 2013 “Bürger schaffen Wissen” als zentrale Plattform für Citizen Science in Deutschland.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Datenbank, Politik, Wissenstransfer, Wissenschaftskommunikation, Bürgerwissenschaften, Open Science, Gesellschaft, Kooperation, Kulturerbe;Moritz Müller, Moritz Müller, Mathilde Bessert-Nettelbeck, Theresa Serafin;https://www.museumfuernaturkunde.berlin/de/wissenschaft/mit%3Aforschen%21
EU BON;EUBON: Aufbau eines Europäischen Netzwerkes für Biodiversitätsinformation;FB2 Zukunft der Sammlung, Forschung, Transfer, Datenbank, Politik, Wissenschaftsdatenmanagement, Artenschutz, Biodiversität;Dr. Christoph Häuser, Dr. Anke Hoffmann, Dr. Johannes Penner;https://www.museumfuernaturkunde.berlin/de/forschung/eu-bon
MEMIN - Experimentelle Kraterbildung;Im multidisziplinären Netzwerk MEMIN untersuchen Forschende an natürlichen Kratern, in experimentellen Laborstudien und in numerischen Simulationen was beim Einschlag kosmischer Körper auf der Erde passiert.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften, Labore;Prof. Dr. Lutz Hecht, Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/memin-experimentelle-kraterbildung
ECSA - European Citizen Science Association;Die European Citizen Science Association (ECSA) ist ein Netzwerk von Citizen Science Initiativen mit dem Ziel, Bürgerwissenschaften in ganz Europa zu fördern und international anzubinden.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Politik, Wissenstransfer, Wissenschaftskommunikation, Bürgerwissenschaften, Kooperation;;https://www.museumfuernaturkunde.berlin/de/forschung/ecsa-european-citizen-science-association
Leibniz-Forschungsverbund Biodiversität;Der LVB bündelt die Kompetenzen und Ressourcen seiner 21 Mitgliedseinrichtungen und entwickelt durch interdisziplinäre Forschung Lösungen für den Erhalt und die nachhaltige Nutzung der Biodiversität – von der genetischen Ebene über die Vielfalt der Arten, bis hin zur Diversität von Ökosystemen und L;FB3 Gesellschaft und Natur, Forschung, Transfer, Politik, Wissenstransfer, Artenschutz, Artensterben, Biodiversität, Gesellschaft;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/de/forschung/leibniz-forschungsverbund-biodiversitaet
Bureau for troubles;Das Bureau for troubles widmet sich wissenschaftssoziologischen und kulturanthropologischen Fragestellungen rund um die Themen Biodiversität, Museum und Wissensproduktion. Besonderes Augenmerk richtet sich dabei auf Daten- und Digitalisierungspraktiken sowie die sozio-materiellen Umwelten der museum;FB2 Zukunft der Sammlung, Forschung, Transfer, Wissenstransfer, Wissenschaftskommunikation, Biodiversität, Gesellschaft, Digitalisierung;;https://www.museumfuernaturkunde.berlin/de/forschung/bureau-troubles
NeFo - Netzwerk-Forum zur Biodiversitätsforschung Deutschland;Das Netzwerk-Forum zur Biodiversitätsforschung Deutschland (NeFo) ist eine Wissenschaft-Politik-Schnittstelle für Biodiversitätsforschende in Deutschland.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Politik, Wissenstransfer, Wissenschaftskommunikation, Artenschutz, Artensterben, Biodiversität, Bürgerwissenschaften;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/de/forschung/nefo-netzwerk-forum-zur-biodiversitaetsforschung-deutschland
Neuauflage 2020: Geschichten aus dem Naturkundemuseum;Das Forschungsprojekt „Wissensdinge“ macht kulturell geprägte, vielschichtige Aneignungsprozesse exemplarisch deutlich und lässt die multiplen Kontexte und Interpretationen naturwissenschaftlicher Dinge hervortreten.;FB2 Zukunft der Sammlung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Sammlung, Gesellschaft;Anita Hermannstädter, Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/de/forschung/neuauflage-2020-geschichten-aus-dem-naturkundemuseum
Kubanische Korallen in Ost-Berlin.;Das Projekt untersucht die Geschichte naturkundlicher Forschung im Berlin der 1960er und 1970er Jahre ausgehend von Sammlungsobjekten des Museums.;FB2 Zukunft der Sammlung, Forschung, Öffnung des Museums, Politik, Sammlung;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/de/forschung/kubanische-korallen-ost-berlin.
Der Dinosaurier als Wissensobjekt;Marco Tamborinis befasst sich mit dem Brachiosaurus brancai als einem bedeutenden wissenschaftlichen Realobjekt, als einem Prestigeobjekt für das Museum und vor allem als eine unvergleichbare Möglichkeit, die deutsche Paläontologie als biologische Disziplin wieder zum Leben zu erwecken.;FB2 Zukunft der Sammlung, Forschung, Transfer, Öffnung des Museums, Sammlung, Gesellschaft, Fossilien, Kulturerbe;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/de/forschung/der-dinosaurier-als-wissensobjekt
Dinosaurier in Berlin;Das Projekt untersucht Brachiosaurus brancai als politische, wissenschaftliche und populäre Ikone im Jahrhundert von der Ausgrabung bis in die Gegenwart.  Die politische, wissenschaftliche und museale Geschichte, Funktion und Gestaltung der weltberühmten paläontologischen Funde wird dabei in drei en;FB2 Zukunft der Sammlung, Forschung, Transfer, Öffnung des Museums, Sammlungsmanagement, Politik, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Evolution, Fossilien, Kulturerbe;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/de/forschung/dinosaurier-berlin
